City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
298,Kharan,PK,2021-07-30 01:02:11,28.5833,65.4167,89.15,14,67,3.78
299,Ponta Do Sol,PT,2021-07-30 01:02:11,32.6667,-17.1,72.23,76,9,6.58
300,Bandar-E Lengeh,IR,2021-07-30 01:02:11,26.5579,54.8807,91.67,68,100,3.87
301,Gat,IL,2021-07-30 01:02:11,31.61,34.7642,81.39,78,0,5.03
302,Kherson,UA,2021-07-30 01:02:12,46.6558,32.6178,75.9,100,37,7.61
303,Tyrma,RU,2021-07-30 01:02:12,50.0833,132.1667,80.06,60,15,3.78
304,Otradnoye,RU,2021-07-30 01:02:12,59.7775,30.8181,64.45,92,97,5.79
305,Manggar,ID,2021-07-30 01:02:13,-2.8833,108.2667,83.75,72,7,11.65
306,Zhanaozen,KZ,2021-07-30 01:02:13,43.3,52.8,75.43,26,97,9.55
307,Shizunai,JP,2021-07-30 01:02:13,42.3339,142.3669,76.15,81,2,14.25
308,Voineasa,RO,2021-07-30 01:02:14,44.2833,24.1333,73.99,60,0,4.61
309,Ermoupolis,GR,2021-07-30 01:02:14,37.4423,24.9425,83.28,66,0,12.15
310,Camabatela,AO,2021-07-30 01:02:14,-8.1881,15.375,57.15,62,0,3.02
311,Bansko,BG,2021-07-30 01:02:15,41.8383,23.4885,71.76,38,0,0.69
312,Moose Factory,CA,2021-07-30 01:02:15,51.2585,-80.6094,49.06,62,11,10.4
313,Papara,BR,2021-07-30 01:02:15,-3.9839,-38.7273,79.2,97,11,2.77
314,Sao Jose Dos Pinhais,BR,2021-07-30 01:02:16,-25.5347,-49.2064,41.85,65,0,3.04
315,Basoko,CD,2021-07-30 01:02:16,1.2391,23.616,70.75,88,31,1.16
316,Newport,GB,2021-07-30 01:02:16,51.5877,-2.9984,59.77,91,100,19.28
317,Riyadh,SA,2021-07-30 00:57:56,24.6877,46.7219,89.74,15,16,4.9
318,Beringovskiy,RU,2021-07-30 01:02:17,63.05,179.3167,43.48,85,100,10.94
319,Novobirilyussy,RU,2021-07-30 01:02:17,56.9514,90.6661,60.96,58,100,2.35
320,Codrington,AU,2021-07-30 01:02:17,-38.2667,141.9667,52.48,64,96,26.31
321,Praia Da Vitoria,PT,2021-07-30 01:02:18,38.7333,-27.0667,73.76,80,17,9.8
322,Tawau,MY,2021-07-30 01:02:18,4.2498,117.8871,81.3,83,8,2.55
323,Kavieng,PG,2021-07-30 01:02:18,-2.5744,150.7967,83.93,70,56,4.36
324,Sechura,PE,2021-07-30 01:02:19,-5.5569,-80.8222,68.67,77,67,16.15
325,Arraial Do Cabo,BR,2021-07-30 01:02:19,-22.9661,-42.0278,63.23,56,99,21.7
326,Faya,SA,2021-07-30 01:02:19,18.3851,42.4509,67.19,67,88,4.03
327,Rabo De Peixe,PT,2021-07-30 01:02:20,37.8,-25.5833,69.31,88,40,8.05
328,Jiamusi,CN,2021-07-30 01:02:09,46.8333,130.35,81.12,67,100,5.59
329,Znamenskoye,RU,2021-07-30 01:02:20,57.1281,73.8282,51.69,85,34,6.6
330,Cabadiangan,PH,2021-07-30 01:02:20,9.7531,122.4739,85.21,78,95,11.68
331,Rio Gallegos,AR,2021-07-30 01:02:21,-51.6226,-69.2181,40.24,75,100,9.35
332,Fort Nelson,CA,2021-07-30 01:02:21,58.8053,-122.7002,79.7,27,29,2.39
333,Nouna,BF,2021-07-30 01:02:21,12.7333,-3.8667,76.01,87,100,8.03
334,Oranjestad,AW,2021-07-30 00:58:09,12.524,-70.027,82.35,78,20,26.46
335,Constitucion,CL,2021-07-30 01:02:22,-35.3333,-72.4167,51.55,76,0,2.95
336,Alice Springs,AU,2021-07-30 01:02:22,-23.7,133.8833,76.55,21,0,11.99
337,Qui Nhon,VN,2021-07-30 01:02:22,13.7667,109.2333,87.91,61,32,16.24
338,Nalut,LY,2021-07-30 01:02:23,30.3333,10.85,81.28,23,0,9.95
339,Callaguip,PH,2021-07-30 01:02:23,18.0714,120.4867,83.21,81,100,19.15
340,Thompson,CA,2021-07-30 01:02:23,55.7435,-97.8558,68.9,53,100,4.25
341,Balclutha,NZ,2021-07-30 01:02:24,-46.2339,169.75,52.61,76,100,2.75
342,Kuchera,IN,2021-07-30 01:02:24,26.9839,73.9719,80.42,81,100,11.9
343,Sandwick,GB,2021-07-30 01:02:24,60.0,-1.25,53.42,100,90,8.05
344,Kaa-Khem,RU,2021-07-30 01:02:25,51.6833,94.7333,62.85,50,93,2.37
345,Pangai,TO,2021-07-30 01:02:25,-19.8,-174.35,75.85,76,64,16.6
346,Banda Aceh,ID,2021-07-30 01:02:25,5.5577,95.3222,82.06,77,100,13.65
347,Tigzirt,DZ,2021-07-30 01:02:26,36.8886,4.1198,80.89,63,1,3.29
348,Mount Isa,AU,2021-07-30 01:02:26,-20.7333,139.5,80.37,26,5,9.22
349,Saint-Augustin,CA,2021-07-30 01:02:26,51.226,-58.6502,54.61,73,50,7.18
350,Laguna,US,2021-07-30 01:02:27,38.421,-121.4238,108.32,28,1,5.01
351,Sept-Iles,CA,2021-07-30 01:00:47,50.2001,-66.3821,57.69,81,100,5.66
352,Bosaso,SO,2021-07-30 01:02:27,11.2842,49.1816,87.73,47,98,27.76
353,Beaverlodge,CA,2021-07-30 01:02:27,55.2166,-119.4361,80.37,29,34,9.35
354,Tome,CL,2021-07-30 01:02:28,-36.6167,-72.95,48.97,69,0,2.39
355,Aksu,CN,2021-07-30 01:02:28,41.1231,80.2644,88.72,21,100,6.85
356,Chapais,CA,2021-07-30 01:02:28,49.7834,-74.8492,55.18,96,100,10.6
357,Lata,PT,2021-07-30 01:02:29,40.1629,-8.3327,61.81,98,29,1.74
358,Naryan-Mar,RU,2021-07-30 01:02:29,67.6713,53.087,44.46,89,22,3.65
359,Fenyi,CN,2021-07-30 01:02:29,27.8112,114.6681,84.72,78,7,2.21
360,Severnyy,RU,2021-07-30 01:02:30,50.677,36.5532,68.04,83,45,2.24
361,Burnie,AU,2021-07-30 01:02:30,-41.0667,145.9167,52.83,76,99,17.16
362,Nicoya,CR,2021-07-30 01:02:30,10.1483,-85.452,77.0,87,88,3.04
363,San Cristobal,VE,2021-07-30 01:02:31,7.7669,-72.225,65.21,98,43,4.21
364,Lorengau,PG,2021-07-30 01:02:31,-2.0226,147.2712,85.33,68,41,4.81
365,Moussoro,TD,2021-07-30 01:02:31,13.6408,16.4901,78.93,75,100,14.09
366,Tres Arroyos,AR,2021-07-30 01:02:32,-38.3739,-60.2798,45.23,54,0,12.06
367,Provideniya,RU,2021-07-30 01:02:32,64.3833,-173.3,51.91,76,75,15.66
368,Tsiroanomandidy,MG,2021-07-30 01:02:32,-18.7667,46.0333,56.28,83,5,1.74
369,Shieli,KZ,2021-07-30 01:02:32,44.1667,66.75,70.79,41,0,7.58
370,Port Macquarie,AU,2021-07-30 00:57:51,-31.4333,152.9167,62.89,38,0,6.06
371,Verkhnetulomskiy,RU,2021-07-30 01:02:33,68.6073,31.7962,44.73,87,100,3.09
372,Broken Hill,AU,2021-07-30 01:02:33,-31.95,141.4333,57.74,35,96,23.51
373,Pak Phanang,TH,2021-07-30 01:02:34,8.3511,100.202,84.04,71,100,7.07
374,Bako,ET,2021-07-30 01:02:34,5.7833,36.5667,63.48,72,100,3.58
375,Chulym,RU,2021-07-30 01:02:34,55.0997,80.9572,55.35,78,0,4.43
376,Olafsvik,IS,2021-07-30 01:02:35,64.8945,-23.7142,53.06,86,100,5.46
377,Maceio,BR,2021-07-30 00:59:53,-9.6658,-35.7353,71.04,100,0,3.44
378,Hofn,IS,2021-07-30 01:02:35,64.2539,-15.2082,51.3,92,79,2.77
379,Rawson,AR,2021-07-30 01:02:35,-43.3002,-65.1023,54.1,45,28,13.58
380,Kachug,RU,2021-07-30 01:02:36,53.9606,105.8817,61.86,92,100,3.8
381,Pirganj,BD,2021-07-30 01:02:36,25.8523,88.3618,80.19,84,98,17.9
382,Cabedelo,BR,2021-07-30 01:02:36,-6.9811,-34.8339,76.59,81,100,11.18
383,Viedma,AR,2021-07-30 01:02:37,-40.8135,-62.9967,52.79,33,4,13.89
384,Pavino,RU,2021-07-30 01:02:37,59.1139,46.1414,58.15,99,73,6.04
385,Luderitz,NA,2021-07-30 01:02:37,-26.6481,15.1594,64.29,39,0,10.51
386,Yumen,CN,2021-07-30 01:02:38,40.2833,97.2,81.81,19,0,17.78
387,Lubaczow,PL,2021-07-30 01:02:38,50.157,23.1234,61.52,78,28,4.32
388,Yeniseysk,RU,2021-07-30 01:02:38,58.4497,92.1703,60.98,73,87,1.3
389,Mahanje,TZ,2021-07-30 01:02:39,-9.9333,35.3333,51.82,82,0,3.18
390,Pahrump,US,2021-07-30 01:02:39,36.2083,-115.9839,102.51,19,25,1.01
391,Necochea,AR,2021-07-30 01:02:39,-38.5473,-58.7368,44.04,65,0,10.36
392,Betioky,MG,2021-07-30 01:02:40,-23.7167,44.3833,62.11,73,3,4.79
393,Steenwijk,NL,2021-07-30 01:02:40,52.7875,6.1208,60.94,79,56,4.0
394,Krsko,SI,2021-07-30 01:02:40,45.9591,15.4917,69.13,87,0,1.14
395,Smirnykh,RU,2021-07-30 01:02:40,49.75,142.8333,81.46,64,100,5.64
396,Lac Du Bonnet,CA,2021-07-30 01:02:41,50.2536,-96.0612,77.59,46,99,3.2
397,Djambala,CG,2021-07-30 01:02:41,-2.5447,14.7533,70.77,47,19,3.78
398,Kidal,ML,2021-07-30 01:02:41,18.4411,1.4078,88.68,39,5,6.6
399,Luau,AO,2021-07-30 01:02:42,-10.7073,22.2247,56.57,33,0,5.17
400,Beloha,MG,2021-07-30 01:02:42,-25.1667,45.05,64.69,76,13,5.08
401,Kavaratti,IN,2021-07-30 01:02:42,10.5669,72.642,82.33,74,100,15.23
402,Eyrarbakki,IS,2021-07-30 01:02:43,63.863,-21.1481,57.2,81,29,3.98
403,Poum,NC,2021-07-30 01:02:43,-20.2333,164.0167,73.71,68,5,9.55
404,Leua,SK,2021-07-30 01:02:43,48.2156,18.6071,67.5,64,0,3.56
405,Sabang,ID,2021-07-30 01:02:44,5.8933,95.3214,83.44,77,100,21.0
406,Zhoucheng,CN,2021-07-30 01:02:44,35.9122,116.3117,75.99,81,32,8.34
407,Mersing,MY,2021-07-30 01:02:44,2.4312,103.8405,82.6,74,33,6.49
408,Grindavik,IS,2021-07-30 01:02:45,63.8424,-22.4338,54.07,94,0,5.75
409,Viransehir,TR,2021-07-30 01:02:45,37.2353,39.7631,88.57,24,0,10.51
410,Formosa,AR,2021-07-30 01:02:45,-26.1775,-58.1781,41.83,51,0,4.34
411,Ust-Tsilma,RU,2021-07-30 01:02:45,65.441,52.1498,47.03,88,100,2.84
412,Dortyol,TR,2021-07-30 01:02:46,36.8616,36.2289,79.75,66,0,1.3
413,Maryville,US,2021-07-30 01:02:46,35.7565,-83.9705,86.25,71,75,8.05
414,Buenos Aires,AR,2021-07-30 01:01:35,-34.6132,-58.3772,50.97,56,0,8.12
415,Marihatag,PH,2021-07-30 01:02:47,8.7936,126.2969,85.06,70,26,6.31
416,Lannion,FR,2021-07-30 01:02:47,48.75,-3.4167,61.68,88,75,16.11
417,Malanje,AO,2021-07-30 01:02:47,-9.5402,16.341,63.12,28,0,3.27
418,Gamba,GA,2021-07-30 01:02:48,-2.65,10.0,73.99,83,98,8.28
419,Srikakulam,IN,2021-07-30 01:02:48,18.3,83.9,80.94,72,100,5.08
420,Black River,JM,2021-07-30 01:02:48,18.0264,-77.8487,76.98,78,64,6.35
421,Port Hardy,CA,2021-07-30 01:02:06,50.6996,-127.4199,67.17,79,18,13.67
422,Auki,SB,2021-07-30 01:02:49,-8.7676,160.7034,85.91,63,5,2.57
423,Port Blair,IN,2021-07-30 01:02:49,11.6667,92.75,82.54,83,92,17.13
424,Bereda,ES,2021-07-30 01:02:49,43.2686,-7.5406,58.91,100,8,1.97
425,Ust-Uda,RU,2021-07-30 01:02:50,54.1742,103.0304,55.09,91,100,5.37
426,Bathsheba,BB,2021-07-30 01:02:50,13.2167,-59.5167,80.28,76,9,11.54
427,Pedasi,PA,2021-07-30 01:02:50,7.5333,-80.0333,80.65,78,100,2.71
428,Iraray,PH,2021-07-30 01:02:50,8.9936,118.0511,84.56,65,100,4.21
429,Manaus,BR,2021-07-30 01:02:51,-3.1019,-60.025,82.89,74,40,5.75
430,Itoman,JP,2021-07-30 01:02:17,26.1247,127.6694,84.58,84,20,5.75
431,Maynooth,IE,2021-07-30 01:02:51,53.385,-6.5936,56.35,90,100,6.08
432,Aksha,RU,2021-07-30 01:02:51,50.2814,113.2867,58.6,98,100,5.19
433,Otane,NZ,2021-07-30 01:02:52,-39.8833,176.6333,62.38,52,8,4.94
434,Namatanai,PG,2021-07-30 01:02:52,-3.6667,152.4333,85.55,66,13,2.3
435,Odweyne,SO,2021-07-30 01:02:53,9.4092,45.064,72.14,54,100,22.55
436,Aquidauana,BR,2021-07-30 01:02:53,-20.4711,-55.7872,49.33,31,6,4.41
437,Narsaq,GL,2021-07-30 01:02:53,60.9167,-46.05,48.42,86,100,3.42
438,Westport,US,2021-07-30 01:01:09,41.1415,-73.3579,73.8,93,100,1.01
439,Freetown,SL,2021-07-30 01:02:53,8.484,-13.2299,76.5,82,92,6.38
440,Kuzhener,RU,2021-07-30 01:02:54,56.8111,48.9128,56.39,97,60,6.04
441,Lander,US,2021-07-30 01:02:54,42.833,-108.7307,82.06,44,1,9.22
442,Orlik,RU,2021-07-30 01:02:54,52.5178,99.825,52.16,85,100,2.37
443,Tiznit,MA,2021-07-30 01:02:19,29.5833,-9.5,83.01,37,37,6.08
444,Korla,CN,2021-07-30 01:02:55,41.7597,86.1469,90.03,20,28,20.8
445,Farafangana,MG,2021-07-30 01:02:55,-22.8167,47.8333,68.34,76,99,4.99
446,Tarsus,TR,2021-07-30 01:02:56,36.9188,34.8784,76.87,54,0,4.45
447,Namibe,AO,2021-07-30 01:02:56,-15.1961,12.1522,63.81,81,2,0.11
448,Salinopolis,BR,2021-07-30 01:02:56,-0.6136,-47.3561,77.49,87,18,8.95
449,Vostok,RU,2021-07-30 01:02:57,46.4856,135.8833,69.89,95,100,1.77
450,Lethem,GY,2021-07-30 01:02:57,3.3803,-59.7968,73.0,93,94,1.14
451,Semporna,MY,2021-07-30 01:02:57,4.4818,118.6112,83.41,82,68,7.38
452,Richards Bay,ZA,2021-07-30 01:02:58,-28.783,32.0377,60.31,78,1,7.47
453,Opuwo,NA,2021-07-30 01:02:58,-18.0607,13.84,56.68,27,5,10.07
454,Ilebo,CD,2021-07-30 01:02:13,-4.3167,20.5833,68.25,39,15,1.63
455,Sinnamary,GF,2021-07-30 01:02:27,5.3833,-52.95,78.35,83,4,6.08
456,Pueblo,US,2021-07-30 01:02:59,38.2545,-104.6091,94.68,25,1,1.01
457,Springbok,ZA,2021-07-30 01:02:14,-29.6643,17.8865,45.46,59,0,7.38
458,Keroka,KE,2021-07-30 01:02:59,-0.7758,34.9453,49.89,96,98,3.09
459,Zheleznodorozhnyy,RU,2021-07-30 01:02:59,55.7503,38.0042,68.14,73,100,4.25
460,Bhimunipatnam,IN,2021-07-30 01:02:59,17.8833,83.4333,80.11,72,100,8.75
461,Santa Rosa,PH,2021-07-30 01:03:00,14.3122,121.1114,85.08,80,100,10.6
462,Beyneu,KZ,2021-07-30 01:03:00,45.3167,55.2,77.02,16,6,6.78
463,Bauchi,NG,2021-07-30 01:03:00,10.5,10.0,70.3,97,100,4.36
464,Waingapu,ID,2021-07-30 01:03:01,-9.6567,120.2641,82.18,61,13,11.54
465,Tambura,SS,2021-07-30 01:03:01,5.6,27.4667,67.03,95,100,3.83
466,Joensuu,FI,2021-07-30 01:03:01,62.6012,29.7632,64.27,92,90,3.0
467,Kano,NG,2021-07-30 01:03:02,12.0001,8.5167,74.62,81,66,3.91
468,Natalio,PY,2021-07-30 01:03:02,-26.7167,-55.0833,36.36,71,0,0.87
469,Egvekinot,RU,2021-07-30 01:03:02,66.3167,-179.1667,34.57,98,100,4.0
470,Kholm,RU,2021-07-30 01:03:03,59.2667,32.85,58.55,97,14,5.35
471,Nishihara,JP,2021-07-30 01:03:03,26.1842,127.7558,83.86,84,20,5.75
472,Meulaboh,ID,2021-07-30 01:03:04,4.1363,96.1285,77.92,85,100,2.42
473,Biak,ID,2021-07-30 01:03:04,-0.9131,122.8766,81.3,72,45,4.94
474,Urumqi,CN,2021-07-30 00:58:06,43.801,87.6005,76.15,36,0,2.24
475,Smithville,US,2021-07-30 00:58:21,39.3869,-94.5811,92.66,54,72,8.08
476,Itarema,BR,2021-07-30 01:03:05,-2.9248,-39.9167,78.13,85,46,9.66
477,Tongren,CN,2021-07-30 01:03:05,27.7172,109.1853,82.13,80,0,1.61
478,Bantry,IE,2021-07-30 01:03:05,51.6833,-9.45,54.88,90,100,9.57
479,Tilichiki,RU,2021-07-30 01:03:06,60.4667,166.1,57.34,44,14,6.78
480,Matamoros,MX,2021-07-30 01:03:06,25.5333,-103.25,84.38,31,100,15.77
481,Owando,CG,2021-07-30 01:03:06,-0.4819,15.8999,73.35,58,71,2.04
482,Samarai,PG,2021-07-30 01:03:06,-10.6167,150.6667,80.1,84,49,13.98
483,Rostovka,RU,2021-07-30 01:03:07,55.3842,71.8891,55.54,62,100,10.42
484,High Level,CA,2021-07-30 01:03:07,58.5169,-117.136,79.5,33,98,7.58
485,Pochutla,MX,2021-07-30 01:03:07,15.7432,-96.4661,77.83,87,100,3.02
486,La Macarena,CO,2021-07-30 01:03:08,2.1837,-73.7849,70.23,98,34,2.44
487,Monmouth,US,2021-07-30 01:02:44,40.3001,-74.1663,73.9,87,90,3.44
488,Boddam,GB,2021-07-30 01:03:08,57.4667,-1.7833,56.71,91,100,12.8
489,Lubango,AO,2021-07-30 01:03:09,-14.9172,13.4925,53.87,28,4,4.38
490,Hailar,CN,2021-07-30 01:03:09,49.2,119.7,73.4,70,74,6.11
491,Aguas De Lindoia,BR,2021-07-30 01:03:09,-22.4764,-46.6328,36.61,45,24,2.59
492,Nelson Bay,AU,2021-07-30 01:03:10,-32.7167,152.15,63.95,60,0,4.32
493,Lamar,US,2021-07-30 01:03:10,33.6668,-95.5836,91.56,68,20,3.65
494,Pimentel,PE,2021-07-30 01:02:59,-6.8367,-79.9342,64.99,84,86,1.99
495,Eyl,SO,2021-07-30 01:03:10,7.9803,49.8164,77.72,70,100,19.8
496,Shevchenkove,UA,2021-07-30 01:03:11,49.6959,37.1735,64.18,94,15,6.06
497,Zhuhai,CN,2021-07-30 01:02:56,22.2769,113.5678,81.72,89,40,4.61
498,Tshikapa,CD,2021-07-30 01:03:11,-6.4167,20.8,70.32,35,4,1.92
499,Umm Kaddadah,SD,2021-07-30 01:03:11,13.6017,26.6876,86.54,51,100,13.33
500,Harer,ET,2021-07-30 01:03:12,9.3094,42.1258,59.81,72,100,11.27
501,Coquimbo,CL,2021-07-30 00:58:32,-29.9533,-71.3436,51.53,87,20,1.14
502,Souillac,MU,2021-07-30 01:03:12,-20.5167,57.5167,70.36,76,96,20.13
503,Maltahohe,NA,2021-07-30 01:02:27,-24.8333,16.9833,47.79,39,0,11.88
504,Karratha,AU,2021-07-30 01:02:56,-20.7377,116.8463,71.02,62,0,4.88
505,Encheng,CN,2021-07-30 01:03:13,22.1839,112.3026,86.97,69,62,2.73
506,Saint-Pierre,RE,2021-07-30 01:03:13,-21.3393,55.4781,69.48,78,75,25.32
507,Anchorage,US,2021-07-30 01:00:39,61.2181,-149.9003,64.0,84,75,3.0
508,Mitzic,GA,2021-07-30 01:03:13,0.7821,11.549,67.93,95,76,4.88
509,Shenjiamen,CN,2021-07-30 01:02:12,29.9576,122.298,80.89,85,88,4.07
510,Odessa,UA,2021-07-30 01:00:28,46.4775,30.7326,69.73,83,0,4.47
511,Caravelas,BR,2021-07-30 01:03:14,-17.7125,-39.2481,70.48,79,100,14.47
512,Marawi,PH,2021-07-30 01:03:14,7.9986,124.2928,80.89,57,100,3.11
513,Gataivai,WS,2021-07-30 01:03:14,-13.7736,-172.388,81.19,79,70,20.4
514,Elizabeth City,US,2021-07-30 01:03:15,36.2946,-76.2511,86.02,86,46,10.2
515,Qandala,SO,2021-07-30 01:03:15,11.472,49.8728,87.24,54,84,20.29
516,Ngama,TD,2021-07-30 01:03:15,11.7833,17.1667,70.88,89,100,17.0
517,Sao Francisco,BR,2021-07-30 01:03:16,-15.9486,-44.8644,66.47,39,0,5.95
518,Mehamn,NO,2021-07-30 01:03:16,71.0357,27.8492,43.81,83,100,3.83
519,Ondangwa,NA,2021-07-30 01:03:16,-17.9167,15.95,55.4,26,92,12.21
520,Muzhi,RU,2021-07-30 01:03:17,65.3667,64.6667,49.14,83,100,15.28
521,Price,US,2021-07-30 01:00:40,39.5994,-110.8107,84.11,39,99,9.24
522,Sibu,MY,2021-07-30 01:03:17,2.3,111.8167,77.52,94,100,2.55
523,Maraba,BR,2021-07-30 01:03:18,-5.3686,-49.1178,76.3,44,7,0.22
524,Mandalgovi,MN,2021-07-30 01:03:18,45.7625,106.2708,66.06,50,5,14.7
525,Uige,AO,2021-07-30 01:03:18,-7.6087,15.0613,60.87,68,0,1.86
526,Xunchang,CN,2021-07-30 01:03:19,28.4543,104.715,82.35,69,22,3.36
527,Mazamari,PE,2021-07-30 01:03:19,-11.3258,-74.5308,63.79,92,100,0.69
528,Caohai,CN,2021-07-30 01:03:19,26.8661,104.2841,65.88,66,44,1.5
529,Svetlyy,RU,2021-07-30 01:03:20,54.675,20.1347,60.85,74,2,10.22
530,Antofagasta,CL,2021-07-30 01:00:04,-23.65,-70.4,64.22,68,6,6.96
531,Ixtapa,MX,2021-07-30 01:03:20,20.7,-105.2,86.23,82,20,3.0
532,Cape Coast,GH,2021-07-30 01:03:20,5.1053,-1.2466,75.51,88,12,8.21
533,Alta Floresta,BR,2021-07-30 01:03:21,-9.8756,-56.0861,66.92,51,0,4.74
534,Vanimo,PG,2021-07-30 01:01:16,-2.6741,141.3028,85.28,67,100,4.81
535,Jalu,LY,2021-07-30 01:03:01,29.0331,21.5482,79.57,56,0,9.89
536,Blyth,GB,2021-07-30 01:03:21,55.1271,-1.5086,57.47,91,20,3.44
537,Katherine,AU,2021-07-30 01:03:21,-14.4667,132.2667,82.72,57,4,6.91
538,Kui Buri,TH,2021-07-30 01:03:22,12.0828,99.8543,80.46,78,100,7.58
539,Plettenberg Bay,ZA,2021-07-30 01:03:22,-34.0527,23.3716,53.67,72,6,4.85
540,Barcelona,ES,2021-07-30 01:02:58,41.3888,2.159,77.61,85,20,4.61
541,Talnakh,RU,2021-07-30 01:03:23,69.4865,88.3972,59.38,82,100,4.88
542,Salym,RU,2021-07-30 01:03:23,60.0625,71.4789,45.93,96,100,6.29
543,Vondrozo,MG,2021-07-30 01:03:23,-22.8167,47.2833,58.62,95,79,0.47
544,Kloulklubed,PW,2021-07-30 01:03:23,7.0419,134.2556,84.7,72,37,1.83
545,Washougal,US,2021-07-30 01:03:24,45.5826,-122.3534,100.35,26,1,1.01
546,Trincomalee,LK,2021-07-30 01:03:24,8.5711,81.2335,80.96,77,98,20.15
547,Anloga,GH,2021-07-30 01:03:24,5.7947,0.8973,76.73,87,11,9.89
548,Puerto Cabello,VE,2021-07-30 01:03:25,10.4731,-68.0125,81.75,77,96,9.66
549,Gejiu,CN,2021-07-30 01:03:25,23.306,103.1635,61.2,93,100,1.14
550,Raudeberg,NO,2021-07-30 01:03:25,61.9875,5.1352,60.19,93,100,15.3
551,Kaina,NG,2021-07-30 01:03:26,12.6374,8.5873,77.45,75,97,5.1
552,Lompoc,US,2021-07-30 01:00:55,34.6391,-120.4579,78.21,78,90,8.01
553,Port Pirie,AU,2021-07-30 01:03:26,-33.1833,138.0167,63.01,47,100,18.92
554,Dublin,US,2021-07-30 01:01:11,37.7021,-121.9358,100.81,42,11,7.0
555,Lyuban,BY,2021-07-30 01:03:26,52.7985,28.0048,61.3,93,0,6.85
556,Awbari,LY,2021-07-30 01:03:27,26.5921,12.7805,80.19,20,0,8.63
557,Port Lincoln,AU,2021-07-30 01:03:27,-34.7333,135.8667,62.06,55,5,21.21
558,Kibre Mengist,ET,2021-07-30 01:03:27,5.8833,38.9833,57.76,87,100,2.89
559,Omboue,GA,2021-07-30 01:03:28,-1.5746,9.2618,74.03,81,36,8.01
560,Rio Bueno,CL,2021-07-30 01:03:28,-40.3167,-72.9667,42.1,95,6,2.33
561,Khorinsk,RU,2021-07-30 01:03:28,52.1657,109.7726,68.36,59,100,9.78
562,Haileybury,CA,2021-07-30 01:03:28,47.449,-79.6373,57.78,92,100,13.94
563,Tabuny,RU,2021-07-30 01:03:29,52.7773,78.7896,57.54,60,0,6.44
564,Wajir,KE,2021-07-30 01:03:29,1.7471,40.0573,70.86,73,99,13.87
565,Sungaipenuh,ID,2021-07-30 01:03:29,-2.0833,101.3833,67.95,85,100,0.94
566,Enid,US,2021-07-30 01:03:30,36.3956,-97.8784,97.14,53,1,5.01
567,Salekhard,RU,2021-07-30 01:03:30,66.53,66.6019,50.27,94,100,11.77
